Field	ID	RA	DEC	X	Y	ISOarea	MU_MAX	A	B	THETA	ELONGATION	ELLIPTICITY	FLUX_RADIUS	KRON_RADIUS	PhotoFlagDet	CLASS_STAR	FWHM	s2n_Det_auto	s2n_Det_petro	s2n_Det_iso	s2n_Det_aper_3	s2n_Det_aper_6	FWHM_n	PhotoFlag_U	CLASS_STAR_U	FWHM_U	PhotoFlag_F378	CLASS_STAR_F378	FWHM_F378	PhotoFlag_F395	CLASS_STAR_F395	FWHM_F395	PhotoFlag_F410	CLASS_STAR_F410	FWHM_F410	PhotoFlag_F430	CLASS_STAR_F430	FWHM_F430	PhotoFlag_G	CLASS_STAR_G	FWHM_G	PhotoFlag_F515	CLASS_STAR_F515	FWHM_F515	PhotoFlag_R	CLASS_STAR_R	FWHM_R	PhotoFlag_F660	CLASS_STAR_F660	FWHM_F660	PhotoFlag_I	CLASS_STAR_I	FWHM_I	PhotoFlag_F861	CLASS_STAR_F861	FWHM_F861	PhotoFlag_Z	CLASS_STAR_Z	FWHM_Z	U_auto	e_U_auto	s2n_U_auto	F378_auto	e_F378_auto	s2n_F378_auto	F395_auto	e_F395_auto	s2n_F395_auto	F410_auto	e_F410_auto	s2n_F410_auto	F430_auto	e_F430_auto	s2n_F430_auto	G_auto	e_G_auto	s2n_G_auto	F515_auto	e_F515_auto	s2n_F515_auto	R_auto	e_R_auto	s2n_R_auto	F660_auto	e_F660_auto	s2n_F660_auto	I_auto	e_I_auto	s2n_I_auto	F861_auto	e_F861_auto	s2n_F861_auto	Z_auto	e_Z_auto	s2n_Z_auto	nDet_auto	U_petro	e_U_petro	s2n_U_petro	F378_petro	e_F378_petro	s2n_F378_petro	F395_petro	e_F395_petro	s2n_F395_petro	F410_petro	e_F410_petro	s2n_F410_petro	F430_petro	e_F430_petro	s2n_F430_petro	G_petro	e_G_petro	s2n_G_petro	F515_petro	e_F515_petro	s2n_F515_petro	R_petro	e_R_petro	s2n_R_petro	F660_petro	e_F660_petro	s2n_F660_petro	I_petro	e_I_petro	s2n_I_petro	F861_petro	e_F861_petro	s2n_F861_petro	Z_petro	e_Z_petro	s2n_Z_petro	nDet_petro	U_iso	e_U_iso	s2n_U_iso	F378_iso	e_F378_iso	s2n_F378_iso	F395_iso	e_F395_iso	s2n_F395_iso	F410_iso	e_F410_iso	s2n_F410_iso	F430_iso	e_F430_iso	s2n_F430_iso	G_iso	e_G_iso	s2n_G_iso	F515_iso	e_F515_iso	s2n_F515_iso	R_iso	e_R_iso	s2n_R_iso	F660_iso	e_F660_iso	s2n_F660_iso	I_iso	e_I_iso	s2n_I_iso	F861_iso	e_F861_iso	s2n_F861_iso	Z_iso	e_Z_iso	s2n_Z_iso	nDet_iso	U_aper_3	e_U_aper_3	s2n_U_aper_3	F378_aper_3	e_F378_aper_3	s2n_F378_aper_3	F395_aper_3	e_F395_aper_3	s2n_F395_aper_3	F410_aper_3	e_F410_aper_3	s2n_F410_aper_3	F430_aper_3	e_F430_aper_3	s2n_F430_aper_3	G_aper_3	e_G_aper_3	s2n_G_aper_3	F515_aper_3	e_F515_aper_3	s2n_F515_aper_3	R_aper_3	e_R_aper_3	s2n_R_aper_3	F660_aper_3	e_F660_aper_3	s2n_F660_aper_3	I_aper_3	e_I_aper_3	s2n_I_aper_3	F861_aper_3	e_F861_aper_3	s2n_F861_aper_3	Z_aper_3	e_Z_aper_3	s2n_Z_aper_3	nDet_aper_3	U_aper_6	e_U_aper_6	s2n_U_aper_6	F378_aper_6	e_F378_aper_6	s2n_F378_aper_6	F395_aper_6	e_F395_aper_6	s2n_F395_aper_6	F410_aper_6	e_F410_aper_6	s2n_F410_aper_6	F430_aper_6	e_F430_aper_6	s2n_F430_aper_6	G_aper_6	e_G_aper_6	s2n_G_aper_6	F515_aper_6	e_F515_aper_6	s2n_F515_aper_6	R_aper_6	e_R_aper_6	s2n_R_aper_6	F660_aper_6	e_F660_aper_6	s2n_F660_aper_6	I_aper_6	e_I_aper_6	s2n_I_aper_6	F861_aper_6	e_F861_aper_6	s2n_F861_aper_6	Z_aper_6	e_Z_aper_6	s2n_Z_aper_6	nDet_aper_6	U_PStotal	e_U_PStotal	s2n_U_PStotal	F378_PStotal	e_F378_PStotal	s2n_F378_PStotal	F395_PStotal	e_F395_PStotal	s2n_F395_PStotal	F410_PStotal	e_F410_PStotal	s2n_F410_PStotal	F430_PStotal	e_F430_PStotal	s2n_F430_PStotal	G_PStotal	e_G_PStotal	s2n_G_PStotal	F515_PStotal	e_F515_PStotal	s2n_F515_PStotal	R_PStotal	e_R_PStotal	s2n_R_PStotal	F660_PStotal	e_F660_PStotal	s2n_F660_PStotal	I_PStotal	e_I_PStotal	s2n_I_PStotal	F861_PStotal	e_F861_PStotal	s2n_F861_PStotal	Z_PStotal	e_Z_PStotal	s2n_Z_PStotal	nDet_magPStotal	P(PN)	P(SySt)	P(all else)
HYDRA-0015	iDR3.HYDRA-0015.017843	157.46072208706	-24.110468357492604	2288.2888	4173.6343	13	17.403313	1.7613513	1.7015092	-22.534424	1.03517	0.033975124	(1.5096271, 2.9745715, 4.4280667, 6.416075)	4.3830504	0	0.25647342	5.6778893	11.885375	7.196314	15.849837	14.83158	13.970309	2.1200466	0	0.35142285	7.766531	0	0.3481509	0.0	0	0.3476934	0.0	0	0.34840965	0.0	0	0.34763217	0.0	0	0.08800138	6.816782	0	0.41526228	8.253775	0	0.14288963	6.1253014	0	0.19940507	5.012529	0	0.3806477	10.369215	0	0.34696883	0.0	0	0.34832337	0.0	20.446913	0.2219876	4.852358	20.422924	0.34070313	3.1615894	23.329086	7.173644	0.15015568	19.940725	0.31368524	3.4502192	20.522884	0.5065809	2.136446	19.893223	0.11606995	9.324401	19.05537	0.1119707	9.665768	19.756369	0.10659808	10.144693	18.656328	0.048699047	22.205873	20.118496	0.20342179	5.2883134	20.351831	0.7610305	1.416736	21.541256	1.5762031	0.6840357	12.0	20.649687	0.47305515	2.2585077	20.154718	0.47156858	2.2656274	20.700886	1.1394743	0.9376242	20.122606	0.6588056	1.6371723	19.637083	0.40075558	2.6913617	19.583378	0.15491277	6.962488	19.0042	0.18765663	5.7476163	19.815435	0.19952817	5.396878	18.571278	0.078682706	13.685716	20.108324	0.3576268	2.9796786	21.029036	2.5322106	0.4227195	99.0	20.257599	-0.48887244	11.0	20.936954	0.1803248	5.9734626	20.838459	0.2586093	4.1652155	21.53776	0.7096615	1.5178552	20.831278	0.36517778	2.9637148	21.210154	0.48865652	2.214813	20.521854	0.107243	10.091873	19.484499	0.08839166	12.244173	20.1209	0.07772669	13.912915	19.005213	0.036309708	29.782803	20.354156	0.13006482	8.270939	20.529146	0.45726103	2.3579075	21.287949	0.63576293	1.6958824	12.0	21.18145	0.16229117	6.6372275	21.265882	0.27351287	3.9382548	21.552568	0.51492447	2.0918863	21.466429	0.46403587	2.332326	21.370333	0.40438458	2.6763701	20.873444	0.10630167	10.181239	19.760351	0.083554104	12.953078	20.567453	0.08386388	12.894765	19.38777	0.037802674	28.60657	20.913013	0.15424429	6.9743786	21.573057	0.84342927	1.2783278	21.619991	0.6104287	1.7662655	12.0	20.720232	0.20583971	5.2330203	20.491655	0.26248592	4.1036997	22.026848	1.5547525	0.69281983	20.49769	0.37611106	2.8775616	20.668234	0.41708356	2.5948822	20.120533	0.10348542	10.458312	19.26129	0.098695144	10.965917	19.90433	0.088408515	12.23191	18.782915	0.040237896	26.875286	20.24967	0.16515948	6.5134506	20.503778	0.6278749	1.7171878	21.61247	1.2062758	0.8938082	12.0	20.566341	0.16229117	6.6372275	20.676699	0.27351287	3.9382548	20.988892	0.51492447	2.0918863	20.904581	0.46403587	2.332326	20.810017	0.40438458	2.6763701	20.339634	0.10630167	10.181239	19.203903	0.083554104	12.953078	20.133617	0.08386388	12.894765	18.834616	0.037802674	28.60657	20.478712	0.15424429	6.9743786	21.14744	0.84342927	1.2783278	21.144468	0.6104287	1.7662655	12.0	0.5557245262924518	0.08279447045373398	0.3614810032538141
HYDRA-0022	iDR3.HYDRA-0022.010387	152.63600606435065	-25.82450326093903	6038.2466	2068.166	916	15.698834	12.474125	8.873391	-5.641917	1.4057901	0.28865623	(5.7285748, 13.784011, 18.155083, 21.67566)	5.763351	3	0.00043620673	14.874905	60.50029	51.64462	135.85208	57.2755	103.72901	5.9600267	3	0.0065771467	22.114618	3	0.04121126	13.776218	3	0.00017793101	41.77496	3	0.001858574	45.502193	3	0.00023222466	44.38853	3	0.0006206733	13.948233	3	0.16135934	17.939068	3	0.0004457841	15.970487	3	0.029975956	22.77521	3	0.0003038111	46.924107	3	0.00017289475	63.15891	3	0.0033466972	63.15891	17.405104	0.051743522	20.274326	16.977568	0.063014075	16.648108	16.651361	0.08257322	12.704664	16.746613	0.08010656	13.346166	16.866581	0.08818475	12.123587	16.626099	0.023749597	45.016148	16.296753	0.042784717	24.988255	16.333328	0.020170184	53.46493	15.804815	0.015000608	71.89025	16.414385	0.035006203	30.760971	16.827301	0.119038604	9.092092	16.206038	0.059406377	18.21875	12.0	17.458004	0.059900716	16.917763	17.05128	0.074353024	13.629387	16.66377	0.09217187	10.994527	16.944391	0.10796797	9.748199	16.79583	0.09300458	11.316575	16.630096	0.026752869	39.34132	16.310726	0.04867516	21.622799	16.355938	0.023320943	45.917877	15.8425865	0.017545654	61.0321	16.454615	0.041182123	25.926962	16.817202	0.13453345	8.017576	16.160172	0.06496323	16.603735	12.0	17.67	0.025982914	40.375187	17.069477	0.027245529	38.504112	17.242353	0.054640703	19.199331	17.09985	0.042879608	24.932955	17.05012	0.040469848	26.41758	16.888895	0.0122197755	87.49059	16.60912	0.022623867	47.256084	16.58956	0.010208977	105.63227	15.904259	0.0069188536	155.8636	16.558691	0.015336438	70.21349	16.625515	0.037316285	29.003687	16.409222	0.026913851	40.213863	12.0	20.081455	0.03967871	26.43899	19.427303	0.041249067	25.432455	19.859776	0.0889306	11.796446	20.154001	0.098902	10.809846	19.93596	0.0822948	12.991287	19.77049	0.027639208	38.681114	19.298292	0.04292622	24.905884	19.536612	0.0235922	45.70991	18.314812	0.0126578715	85.19579	19.813366	0.040612232	26.514793	20.000372	0.10538538	10.27002	19.880825	0.08210616	13.181835	12.0	18.82164	0.023491351	44.6575	18.099226	0.023201965	45.214493	18.5047	0.049846455	21.045929	18.599258	0.047609884	22.455746	18.527218	0.044322383	24.121342	18.383366	0.014986656	71.33782	17.812307	0.021756865	49.13922	18.193222	0.013236618	81.470764	16.94571	0.006862315	157.14777	18.468328	0.023186337	46.442215	18.609125	0.058237612	18.58438	18.370949	0.040914293	26.453098	12.0	19.51271	0.03967871	26.43899	18.981794	0.041249067	25.432455	19.42554	0.0889306	11.796446	19.72308	0.098902	10.809846	19.532917	0.0822948	12.991287	19.43371	0.027639208	38.681114	18.940945	0.04292622	24.905884	19.204115	0.0235922	45.70991	17.9121	0.0126578715	85.19579	19.529705	0.040612232	26.514793	19.654076	0.10538538	10.27002	19.48746	0.08210616	13.181835	12.0	0.48921559867905584	0.04334635359523311	0.467438047725711
HYDRA-0026	iDR3.HYDRA-0026.050230	158.82434549107452	-24.73162918103885	6313.1973	9221.522	29	17.181114	2.405719	1.9862376	33.514496	1.2111939	0.17436838	(2.034448, 4.0627975, 5.544003, 8.575809)	7.8363996	3	0.00017511545	10.57305	10.492697	12.4669285	20.875546	17.638264	19.774258	5.335934	3	0.0074438495	13.104462	3	0.32262748	11.5188465	3	0.34790084	0.0	3	0.34739724	0.0	3	0.032536354	13.104462	3	0.0006637279	8.931035	3	0.42416084	13.104462	3	0.001004295	13.104462	3	0.010414501	4.272609	3	0.0004390448	13.104462	3	0.34706673	0.0	3	0.061314452	13.104462	19.806244	0.23816428	4.6449656	19.052864	0.21533394	5.137439	20.030731	0.8799683	1.2571646	18.591812	0.24259394	4.515832	19.587145	0.6268716	1.7475885	18.70342	0.127064	8.621746	18.554796	0.21865153	5.0103173	19.246174	0.19851682	5.524998	17.696909	0.057244506	19.160004	19.08435	0.21797474	5.0388007	18.649742	0.291173	3.7674053	19.519129	0.5151438	2.1294377	12.0	20.218039	0.2985333	3.7748153	18.979456	0.17338361	6.4995065	19.782228	0.6016928	1.872896	18.629599	0.21391954	5.1660104	19.608488	0.5437375	2.032434	18.761225	0.11406867	9.688116	18.516851	0.17984967	6.1446347	19.350191	0.18601301	5.9550543	17.693365	0.04875009	22.72237	19.070515	0.18351431	6.052947	18.424458	0.20165466	5.4947605	19.032421	0.2802509	3.9537578	12.0	20.32162	0.109538436	10.099331	19.651102	0.10764294	10.277171	20.128998	0.2703032	4.092682	20.310286	0.32643542	3.3559887	20.365604	0.3554608	3.0819533	19.551249	0.07780262	14.080677	19.769249	0.18620509	5.8833714	19.641178	0.07985893	13.7342825	18.082666	0.024236307	45.254627	19.797256	0.116346665	9.440161	20.658154	0.5074551	2.161702	19.98307	0.21729256	5.04834	12.0	21.025839	0.12496326	8.852721	20.286715	0.1163786	9.505743	21.063503	0.37387362	2.9589279	22.36546	1.2469412	0.87856066	20.791712	0.31011835	3.5325663	20.198233	0.083528906	13.115383	20.522104	0.21869273	5.0093737	20.454798	0.099096656	11.068033	18.569677	0.023653517	46.369637	20.563133	0.13772857	7.9746075	21.828497	0.86620265	1.2664088	20.990652	0.31964418	3.4318366	12.0	20.270855	0.12025848	9.19906	19.453856	0.10374957	10.662839	20.101473	0.30456284	3.6323044	20.19064	0.3391583	3.2300951	20.29188	0.3852366	2.8437421	19.420877	0.079880476	13.714411	19.492266	0.16768472	6.5331745	19.547249	0.084805354	12.933205	17.952616	0.02465804	44.48063	19.660263	0.11904223	9.2264	20.28753	0.4197369	2.6134627	20.041058	0.2661171	4.1221204	12.0	20.519993	0.12496326	8.852721	19.861826	0.1163786	9.505743	20.647541	0.37387362	2.9589279	21.84511	1.2469412	0.87856066	20.410622	0.31011835	3.5325663	19.870409	0.083528906	13.115383	20.18074	0.21869273	5.0093737	20.174881	0.099096656	11.068033	18.281345	0.023653517	46.369637	20.33057	0.13772857	7.9746075	21.58051	0.86620265	1.2664088	20.737087	0.31964418	3.4318366	12.0	0.9773732340063679	0.02000134512179696	0.0026254208718350805
HYDRA-0026	iDR3.HYDRA-0026.050342	158.8553579623175	-24.748191661873708	6128.73	9113.267	216	15.891157	8.885574	8.036707	-29.32058	1.1056238	0.09553319	(0.8415928, 1.3805635, 1.7286191, 2.0331435)	6.569462	3	0.00022689663	26.120575	2.2851677	-1.0	58.25023	55.037037	53.08586	13.182353	3	0.020415006	20.135185	3	0.00032506362	16.803879	3	0.0001063729	43.8847	3	0.0006815472	50.728455	3	0.0017402709	48.353016	3	0.00026074506	16.147238	3	0.0009824838	46.8444	3	0.00014539948	20.855228	3	0.026901208	5.7199993	3	0.00014646338	48.159855	3	0.00010999942	50.728455	3	0.00011507288	50.728455	99.0	21.85265	-0.6575252	16.94178	0.09951448	11.116623	18.876524	0.9827465	1.125687	18.88647	1.0247315	1.0690738	99.0	20.593876	-0.76803845	18.155678	0.24743766	4.4274325	19.024084	1.0856721	1.0090649	18.448708	0.30779022	3.5634825	16.597902	0.066849865	16.40699	99.0	21.188185	-0.5400049	17.654472	0.3764555	2.9139347	16.952553	0.1569304	6.9901476	9.0	99.0	21.818264	-3.09902	16.489702	0.107187614	10.513416	17.55051	0.4744881	2.3749974	20.640867	8.356992	0.13223784	99.0	20.605844	-3.5691214	99.0	21.519827	-2.6483357	99.0	20.639473	-4.1268315	99.0	21.495274	-1.951573	17.657246	0.28718442	3.8571649	99.0	21.41709	-7.4764013	99.0	20.537687	-1.3387659	17.991991	0.6631594	1.6708567	5.0	18.076632	0.05137446	21.533363	17.450214	0.05232876	21.140667	17.792675	0.11792738	9.380899	17.90784	0.13466626	8.135026	17.90857	0.13962325	7.846211	17.235111	0.034531597	31.724964	17.470453	0.084221296	13.007561	17.03867	0.027405832	40.020866	16.090729	0.013961024	78.561935	17.200714	0.040243253	27.292307	17.128235	0.07483618	14.65824	16.915043	0.048911247	22.427698	12.0	19.448612	0.03551986	31.14497	18.809214	0.03668155	30.158619	19.256124	0.08045486	13.750133	19.744184	0.11998954	9.130076	19.25726	0.08187954	13.379577	18.867039	0.027135856	40.37144	19.15199	0.066858605	16.385529	18.966572	0.027556125	39.80259	17.262363	0.009116234	120.31341	19.720171	0.06492744	16.91629	19.731829	0.12910965	8.496395	19.431824	0.07809176	14.04715	12.0	18.769287	0.03347128	33.05117	18.143824	0.034546424	32.02256	18.59448	0.080621116	13.721777	18.91497	0.10786592	10.156254	18.74724	0.09609218	11.400654	18.248352	0.028383976	38.596195	18.526546	0.070911705	15.448982	18.320284	0.028485715	38.50369	16.702168	0.008928069	122.84909	18.963657	0.06327791	17.357265	18.916254	0.120021045	9.139786	18.732668	0.08057855	13.613631	12.0	18.942766	0.03551986	31.14497	18.384325	0.03668155	30.158619	18.840162	0.08045486	13.750133	19.223835	0.11998954	9.130076	18.876171	0.08187954	13.379577	18.539215	0.027135856	40.37144	18.810627	0.066858605	16.385529	18.686657	0.027556125	39.80259	16.97403	0.009116234	120.31341	19.487606	0.06492744	16.91629	19.48384	0.12910965	8.496395	19.17826	0.07809176	14.04715	12.0	0.9878767443212594	0.003031113615216644	0.00909214206352376
HYDRA-0026	iDR3.HYDRA-0026.051546	158.84800692914553	-24.73672817817823	6172.492	9188.272	222	15.530122	26.406866	11.992691	-29.54221	2.2019134	0.5458495	(-34.643677, -86.60919, -121.25286, -155.89653)	0.0	3	0.0002572602	106.836395	-1.0	-1.0	63.448265	32.59162	53.688866	53.91746	3	0.004666445	99.89151	3	0.0004918552	106.836395	3	0.0075443685	106.836395	3	0.007566029	106.836395	3	0.0042708176	106.836395	3	0.004581067	37.550503	3	0.00050700124	106.836395	3	0.0008447225	106.836395	3	0.028787514	106.836395	3	9.9677905e-05	106.836395	3	0.0018991309	106.836395	3	0.00011492399	106.836395	99.0	21.85265	-8.228994	99.0	21.266962	-4.718616	16.314655	0.27547136	4.015898	16.812222	0.4499749	2.4346106	99.0	20.593876	-3.599334	99.0	21.569422	-10.19722	99.0	20.801928	-2.9230945	99.0	21.954094	-24.592396	99.0	21.786924	-3.3721237	99.0	21.188185	-26.8704	99.0	20.731876	-7.649131	99.0	20.983929	-17.962276	2.0	99.0	21.818264	-16.072842	99.0	21.22701	-10.999094	16.894028	0.5455991	2.0654504	99.0	20.597502	-0.610972	99.0	20.605844	-8.661982	99.0	21.519827	-18.669275	99.0	20.639473	-8.7661295	99.0	21.495274	-41.37838	99.0	21.312595	-19.633196	99.0	21.41709	-42.117214	99.0	20.537687	-15.889874	99.0	20.67678	-29.040325	1.0	17.958632	0.062903985	17.586563	17.459503	0.07180398	15.406735	17.262218	0.09968151	11.097996	17.750038	0.1601539	6.8403807	17.553387	0.13869429	7.8987656	16.861431	0.03363844	32.567314	17.177467	0.08842959	12.38854	16.717253	0.027986186	39.190945	15.916309	0.01616259	67.860725	16.75041	0.036618996	29.993483	16.950985	0.08749679	12.537223	16.372177	0.040914916	26.810925	12.0	20.125114	0.059547093	18.577984	19.512722	0.062192064	17.787882	20.10954	0.16302474	6.7858715	20.36559	0.20617674	5.313468	20.118502	0.17134401	6.3936496	19.527054	0.04690853	23.354252	20.009672	0.13949105	7.853648	19.67626	0.050203826	21.84704	17.892923	0.014154972	77.485504	20.054762	0.08756751	12.542682	20.547636	0.26992735	4.063933	20.049145	0.13625655	8.050745	12.0	18.92596	0.038035937	29.084732	18.390924	0.0421699	26.233522	18.591738	0.08050629	13.741348	19.042545	0.12085928	9.064373	18.839117	0.104299776	10.5035095	18.258394	0.028656678	38.228912	18.534502	0.07147664	15.326877	18.385168	0.03016861	36.35584	16.671013	0.0087255975	125.69971	18.817228	0.055528946	19.779438	19.145727	0.14795057	7.4144125	18.6928	0.07780082	14.099681	12.0	19.619268	0.059547093	18.577984	19.087833	0.062192064	17.787882	19.693579	0.16302474	6.7858715	19.84524	0.20617674	5.313468	19.737411	0.17134401	6.3936496	19.19923	0.04690853	23.354252	19.668308	0.13949105	7.853648	19.396343	0.050203826	21.84704	17.604591	0.014154972	77.485504	19.822197	0.08756751	12.542682	20.299648	0.26992735	4.063933	19.795582	0.13625655	8.050745	12.0	0.9775034502917457	0.009865524442754228	0.012631025265500204
HYDRA-0026	iDR3.HYDRA-0026.052331	158.85933642579576	-24.753136157195524	6105.055	9080.917	152	14.830335	5.2150497	4.2413135	46.333897	1.2295836	0.18671662	(1.5436219, 3.487409, 5.7890882, 9.024933)	5.4802113	3	0.025226057	3.7604105	36.234825	17.960756	73.45988	111.67323	101.74055	1.8977783	3	0.01587998	4.758946	3	0.01095417	4.7704525	3	0.014759532	11.412305	3	0.004333955	28.226383	3	0.008999211	5.2364454	3	0.024529384	3.5096266	3	0.00051460916	14.038509	3	0.017989507	3.876398	3	0.029301032	3.337147	3	0.0005067412	10.940789	3	0.0001760857	19.234484	3	0.00030060572	9.001552	17.567587	0.046253715	23.91732	16.817308	0.042111337	26.270002	17.470337	0.12615818	8.768872	17.321209	0.11340887	9.659858	17.160831	0.10152781	10.790281	17.092484	0.04350973	25.178589	17.597198	0.13605762	8.051836	17.073885	0.040591285	27.020702	15.490076	0.011549848	94.962715	17.681229	0.09006678	12.194632	17.700132	0.18247971	6.0114446	17.273603	0.09805064	11.187757	12.0	17.615057	0.09332606	12.074954	16.64915	0.06947331	16.220734	17.205307	0.19267759	5.8486714	16.959446	0.157164	7.031575	16.581837	0.11524541	9.589193	16.975567	0.07544867	14.647182	17.7214	0.29536998	3.7414453	17.27529	0.09447647	11.724798	15.463392	0.021388547	51.790222	17.49974	0.1482257	7.4939947	17.811872	0.39315042	2.8183722	17.09144	0.16112536	6.876907	12.0	17.720951	0.02697552	41.009956	17.046747	0.026541818	41.680073	17.562733	0.06778334	16.320602	17.857975	0.09017092	12.149301	17.53129	0.069580846	15.744471	17.11736	0.02195027	49.90889	17.597336	0.06628496	16.527332	17.125378	0.020908855	52.45649	15.572257	0.0065476527	167.51118	17.650059	0.042320147	25.952917	17.793552	0.095727265	11.459292	17.35281	0.050844558	21.57491	12.0	18.673735	0.020865891	53.017864	18.125406	0.023108665	47.872303	18.324482	0.04005364	27.619589	18.868084	0.058289867	18.794237	18.459354	0.043287147	25.308056	17.954887	0.01356932	80.734604	18.470348	0.038654324	28.341293	18.123312	0.014230467	77.074425	16.394295	0.005326035	205.93275	18.77932	0.028874993	38.03746	18.946016	0.06465467	16.966549	18.618698	0.038279127	28.657043	12.0	18.048727	0.01918473	57.66383	17.478544	0.02080085	53.183647	17.785748	0.041354332	26.750883	18.190926	0.057586543	19.023779	17.957584	0.04862128	22.531569	17.446688	0.014526799	75.41328	17.892914	0.04108792	26.662666	17.587074	0.015280685	71.77722	15.866882	0.004904537	223.63072	18.267097	0.033990726	32.312675	18.31374	0.069779724	15.72042	18.02354	0.04257028	25.768368	12.0	18.167889	0.020865891	53.017864	17.700518	0.023108665	47.872303	17.90852	0.04005364	27.619589	18.347734	0.058289867	18.794237	18.078266	0.043287147	25.308056	17.627064	0.01356932	80.734604	18.128984	0.038654324	28.341293	17.843395	0.014230467	77.074425	16.10596	0.005326035	205.93275	18.546757	0.028874993	38.03746	18.698029	0.06465467	16.966549	18.365135	0.038279127	28.657043	12.0	0.9932033354510543	0.001422788916236323	0.005373875632709343
HYDRA-0030	iDR3.HYDRA-0030.084598	150.7477842615568	-26.14623490714214	1106.3911	9045.1455	1677	14.237248	20.628153	6.4894166	-15.889103	3.1787376	0.68540967	(8.30016, 17.498756, 25.79044, 43.07908)	3.7198768	3	0.028237676	68.23728	509.7135	647.0162	667.6365	160.19336	280.67825	35.190216	3	0.00032237472	59.6269	3	0.0003224784	54.72658	3	0.00031940613	68.74155	3	0.00031937507	68.3811	3	0.0003194415	62.747097	3	0.0003439001	69.45803	3	0.000319811	59.66418	3	0.0063990685	59.075706	3	0.8453509	37.30083	3	0.028577331	47.106197	3	0.0005281931	69.45803	3	0.027924936	69.45803	16.493286	0.014750516	72.31487	16.404669	0.02042634	52.22089	18.377531	0.2020996	5.2779994	99.0	21.712616	-6.2667813	99.0	21.69139	-10.307748	15.186479	0.0034319859	315.1891	99.0	22.073769	-35.474667	14.875808	0.0029090443	368.80276	15.077581	0.0041103344	261.01614	14.835358	0.0040445034	268.4377	99.0	21.962286	-69.73308	14.719606	0.00699973	154.4575	8.0	16.080029	0.0076389085	137.15402	15.736599	0.008529216	122.83744	16.127651	0.01926128	54.394466	16.23561	0.018268894	58.978165	16.157722	0.016341502	65.934326	15.211751	0.002779891	387.59283	16.363634	0.016314864	66.04197	14.909311	0.0023231837	456.2214	14.633334	0.0022176204	477.9385	14.855764	0.003125798	347.2376	16.742657	0.03728389	28.868858	14.742248	0.005290969	203.4303	12.0	16.140503	0.0063451533	168.1097	15.728553	0.0067825513	157.26851	16.032263	0.013801335	77.28829	16.09206	0.012395747	87.26578	15.9900875	0.010913117	99.1215	15.459927	0.0027622492	391.61005	16.073107	0.009776999	110.639725	15.142454	0.0022730578	471.99133	14.6698675	0.0018983823	565.14624	15.105311	0.002980107	364.31488	15.919148	0.013134956	82.31172	14.981166	0.0049207215	219.71591	12.0	19.064072	0.015293609	69.746895	18.681635	0.017578747	60.680195	18.900866	0.030330017	35.169174	18.982893	0.027755786	38.97294	18.961847	0.026291719	41.14316	18.89794	0.010516919	102.85564	19.094004	0.024282385	44.547703	18.757502	0.0093805	114.37168	17.956238	0.0067310766	159.38962	18.957008	0.013456861	80.67983	19.413052	0.040763184	26.522974	18.953169	0.02333921	46.323803	12.0	18.02311	0.010440716	102.16558	17.556421	0.011196297	95.27094	17.935757	0.022189168	48.07218	18.020422	0.02034397	53.171745	17.920055	0.01815742	59.574783	17.78323	0.006713989	161.11502	18.027393	0.016525008	65.45985	17.474894	0.0054374603	197.30968	16.642517	0.0037688646	284.66495	17.510977	0.0070527056	153.94055	17.843859	0.019349052	55.876682	17.373062	0.010976576	98.49709	12.0	18.506786	0.015293609	69.746895	18.136662	0.017578747	60.680195	18.396294	0.030330017	35.169174	18.49543	0.027755786	38.97294	18.46568	0.026291719	41.14316	18.495079	0.010516919	102.85564	18.682127	0.024282385	44.547703	18.42225	0.0093805	114.37168	17.589912	0.0067310766	159.38962	18.677406	0.013456861	80.67983	19.122768	0.040763184	26.522974	18.681885	0.02333921	46.323803	12.0	0.5640640961311263	0.006726561565182126	0.42920934230369157
