# idPNMain PNG        Name     PNstat RAJ2000    DECJ2000     DRAJ2000  DDECJ2000 Field        ID                       RA         DEC        Separation         
  176      006.0-41.9 "PRMG 1" T      21:05:53.6 -37:08:40.27 316.47314 -37.14452 SPLUS-s29s46 iDR3.SPLUS-s29s46.072842 316.473196 -37.144562 0.22064767198888383
  824      261.0+32.0 "NGC 3242" T      10:24:46.1 -18:38:32.24 156.19225 -18.64229 SPLUS-n15s05 iDR3.SPLUS-n15s05.030293 156.192221 -18.642301 0.10655422996455537
